"commit"	"date"	"subject"	"classification"	"assessment"	"files"
"321bc91056bc7f2e8f5736302871f8ef070e45a3"	"2026-08-29"	"feat(plot): add magnetic-coordinate figure suite"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/output-formats.md, scripts/cumes_plot/__init__.py, scripts/cumes_plot/application.py, scripts/cumes_plot/coils.py, scripts/cumes_plot/config.py, scripts/cumes_plot/coordinate_figures.py, scripts/cumes_plot/coordinates.py, scripts/cumes_plot/equilibrium.py, scripts/cumes_plot/image_processing.py, scripts/cumes_plot/render_3d.py, scripts/cumes_plot/state_io.py, scripts/plot_equilibrium.py, tests/test_plot_coordinates.py"
"5a41f5ebc04991768e5aa092444b3697d833f569"	"2026-08-30"	"refactor(scripts): rewrite comparison tools in C++"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, CMakeLists.txt, README.md, docs/adr/0001-mixed-float-double-accumulation.md, docs/dump-files.md, docs/output-formats.md, docs/overhaul-history.md, docs/verification.md, scripts/build_compare_tools.sh, scripts/capture_baseline.sh, scripts/compare_bitwise.cpp, scripts/compare_bitwise.py, scripts/compare_common.hpp, scripts/compare_common_impl.hpp, scripts/compare_runs.cpp, scripts/compare_runs.py, scripts/compare_states.cpp, scripts/compare_states.py, scripts/compare_wout.cpp, scripts/compare_wout.py, tests/compare_tools_test.sh, tests/test_controller.cpp"
"1331c04d0ac1f0539a82bf4c12f63719320e466c"	"2026-08-30"	"refactor(scripts): move comparator headers under include"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/compare_bitwise.cpp, scripts/compare_common.hpp, scripts/compare_common_impl.hpp, scripts/compare_runs.cpp, scripts/compare_states.cpp, scripts/compare_wout.cpp, scripts/include/compare_common.hpp, scripts/include/compare_common_impl.hpp"
"c84983567503530f60f26406d1fca53e7164c503"	"2026-08-30"	"feat(plot): add output directory option"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	".gitignore, docs/output-formats.md, scripts/cumes_plot/application.py, scripts/cumes_plot/coordinate_figures.py, scripts/cumes_plot/output_paths.py, scripts/cumes_plot/render_3d.py, tests/test_plot_coordinates.py"
"b17a5f0121c888026f5a55261826a4cad285d994"	"2026-08-30"	"refactor(scripts): use single-header comparator utility"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/compare_bitwise.cpp, scripts/compare_runs.cpp, scripts/compare_states.cpp, scripts/compare_wout.cpp, scripts/include/compare_common.hpp, scripts/include/compare_common_impl.hpp"
"7b4640af616a6d4ecf909cfd6c4c061efb62e3bb"	"2026-08-30"	"fix(plot): space periodic theta lines uniformly"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/cumes_plot/coordinate_figures.py, tests/test_plot_coordinates.py"
"f7036ab69a71429f14824a0aa71f310bc57467e0"	"2026-08-30"	"release: bump version to 1.1.0"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CHANGELOG.md, CMakeLists.txt"
"d16c00ad3839e5283decbd7d34a4fe380173fcec"	"2026-08-31"	"fix(cli): restore typed output failure diagnostics"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"src/main.cu"
"d55d86cc489f875b916441db766109fa7f3c39aa"	"2026-08-31"	"feat(plot): render field lines as PyVista tubes"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/output-formats.md, scripts/cumes_plot/application.py, scripts/cumes_plot/config.py, scripts/cumes_plot/equilibrium.py, scripts/cumes_plot/render_3d.py, scripts/plot_equilibrium.py, tests/test_plot_coordinates.py"
"7541ff61091b1db07bd12f413172e137ca93c26f"	"2026-08-30"	"solver: recover reduced step after stable single-grid window"	"trajectory"	"Single-grid one-shot step recovery"	"CLAUDE.md, README.md, docs/adr/0007-single-grid-step-recovery.md, docs/mathematics.md, docs/performance.md, docs/verification.md, include/cumes/solver/iteration_controller.hpp, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/stage_solver.hpp, include/solver.cuh, src/kernels/solver_impl.cuh, src/solver_double.cu, src/solver_float.cu, tests/test_controller.cpp"
"774363fd197e7ca095a5b7049568eeba77a2a9d1"	"2026-08-30"	"solver: enable step recovery across fixed-boundary grids"	"trajectory"	"Extend recovery to each fixed-boundary stage"	"CLAUDE.md, README.md, docs/adr/0007-single-grid-step-recovery.md, docs/mathematics.md, docs/performance.md, docs/verification.md, include/cumes/solver/multigrid_solver.hpp"
"f2707901ce26a4406d4a1e94f3272cd8cbe29a59"	"2026-08-30"	"solver: improve fixed-boundary 3D cold start"	"trajectory"	"Fixed 3-D shaped cold start"	"CLAUDE.md, README.md, docs/adr/0008-shaped-cold-start.md, docs/mathematics.md, docs/performance.md, docs/verification.md, include/cumes/state/seed_envelope.hpp, include/cumes/state/seed_state.hpp, tests/CMakeLists.txt, tests/test_seed_envelope.cpp"
"3d08aef73e05e5b35e2353b2d6a564bf8897512d"	"2026-08-30"	"solver: improve coarse axisymmetric cold start"	"trajectory"	"Coarse axisymmetric envelope"	"docs/adr/0008-shaped-cold-start.md, docs/adr/0009-axisymmetric-start-policy.md, docs/mathematics.md, docs/verification.md, include/cumes/state/seed_envelope.hpp, include/cumes/state/seed_state.hpp, tests/test_seed_envelope.cpp"
"27c5e391656a66c591c2e64f9a4d93875f9357c0"	"2026-08-30"	"solver: tune axisymmetric stage start steps"	"trajectory"	"Axisymmetric initial-step policy"	"CLAUDE.md, README.md, docs/adr/0009-axisymmetric-start-policy.md, docs/mathematics.md, docs/performance.md, docs/verification.md, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/start_policy.hpp, tests/CMakeLists.txt, tests/test_start_policy.cpp"
"9f4d7c128864730aa284066b3e90339cbc92ca99"	"2026-08-31"	"solver: seed axisymmetric lambda from geometry"	"trajectory"	"Geometric axisymmetric lambda seed"	"CLAUDE.md, README.md, docs/adr/0009-axisymmetric-start-policy.md, docs/mathematics.md, docs/performance.md, docs/verification.md, include/cumes/solver/start_policy.hpp, include/cumes/state/axisymmetric_lambda_seed.hpp, include/cumes/state/seed_envelope.hpp, include/cumes/state/seed_state.hpp, tests/CMakeLists.txt, tests/test_axisymmetric_lambda_seed.cpp, tests/test_start_policy.cpp"
"355c10c9b8671adf47a430a17998e1c34dd8439f"	"2026-08-31"	"solver: improve free-boundary cold starts"	"trajectory"	"Free-boundary cold predictors"	"CLAUDE.md, README.md, docs/adr/0010-free-boundary-start-policy.md, docs/mathematics.md, docs/performance.md, include/cumes/state/axisymmetric_lambda_seed.hpp, include/cumes/state/seed_envelope.hpp, tests/test_axisymmetric_lambda_seed.cpp, tests/test_seed_envelope.cpp"
"57f86b7aeadb32d3701be522916a8a6586057814"	"2026-08-31"	"solver: tune coarse free-boundary steps"	"trajectory"	"Coarse free-boundary step scaling"	"CLAUDE.md, README.md, docs/adr/0010-free-boundary-start-policy.md, docs/mathematics.md, docs/performance.md, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/start_policy.hpp, tests/test_start_policy.cpp"
"f5eeba6e4f5a63b7bf1f4faae1e5e6ef438d76d6"	"2026-08-31"	"solver: activate vacuum force earlier"	"trajectory"	"Earlier vacuum activation"	"CLAUDE.md, README.md, docs/adr/0010-free-boundary-start-policy.md, docs/mathematics.md, docs/performance.md, include/cumes/physics/free_boundary_policy.hpp, src/free_boundary_impl.cuh, tests/test_start_policy.cpp"
"d2d8b81333f688c380a96895d93a42d9c5302712"	"2026-08-31"	"docs: record free-boundary timing gains"	"evidence"	"Free-boundary paired timings"	"docs/adr/0010-free-boundary-start-policy.md, docs/performance.md"
"cad3daada71dc4fbd1618d5ea7b7cae206ae0b37"	"2026-08-31"	"feat: report total solver device time"	"measurement"	"CUDA stream elapsed-time reporting"	"docs/performance.md, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/stage_solver.hpp, src/main.cu"
"6d9e593e85fc4ef013514ed4805444d74eaa7549"	"2026-08-31"	"solver: tune single-grid 3D cold start"	"trajectory"	"Single-grid 3-D envelope 0.129"	"docs/adr/0008-shaped-cold-start.md, docs/performance.md, include/cumes/state/seed_envelope.hpp, include/cumes/state/seed_state.hpp, tests/test_seed_envelope.cpp"
"1a10037e414db76ad38d6bbc46fa16010e595b84"	"2026-08-31"	"solver: use cubic multigrid prolongation"	"trajectory"	"Catmull-Rom multigrid transfer"	"README.md, docs/adr/0011-cubic-multigrid-transfer.md, docs/mathematics.md, docs/performance.md, include/cumes/numerics/prolongation.hpp, include/cumes/solver/multigrid_solver.hpp, src/kernels/prolongation_impl.cuh, tests/CMakeLists.txt, tests/test_prolongation.cu"
"b13cd873c9ae48cf7d81e15408e2eb97633933bc"	"2026-08-31"	"solver: apply B-spline multigrid transfer on GPU"	"both"	"Global B-spline transfer matrix applied on GPU"	"CLAUDE.md, CMakeLists.txt, README.md, cmake/CumesOptions.cmake, docs/adr/0012-bspline-fixed-boundary-transfer.md, docs/mathematics.md, docs/performance.md, include/cumes/numerics/bspline_matrix.hpp, include/cumes/numerics/prolongation.hpp, include/cumes/solver/multigrid_solver.hpp, src/cumes/numerics/bspline_matrix.cpp, src/kernels/prolongation_impl.cuh, tests/test_prolongation.cu"
"12435fa16c427ceb07b2a11a4534f92d9987116a"	"2026-08-31"	"solver: precompute B-spline transfers asynchronously"	"execution"	"Prepare transfer matrices asynchronously during coarse solve"	"CMakeLists.txt, README.md, cmake/CumesDependencies.cmake, docs/adr/0012-bspline-fixed-boundary-transfer.md, docs/mathematics.md, docs/performance.md, include/cumes/numerics/prolongation.hpp, include/cumes/solver/multigrid_solver.hpp, src/kernels/prolongation_impl.cuh, tests/test_prolongation.cu"
"f79214cf11344f9a3e122f0fc7384498f7fb40ac"	"2026-08-31"	"build: add direct BSplineInterpolation submodule"	"support"	"Pin direct B-spline dependency e7f5207"	".gitmodules, CMakeLists.txt, README.md, cmake/CumesOptions.cmake, deps/BSplineInterpolation, docs/adr/0012-bspline-fixed-boundary-transfer.md, docs/architecture.md"
"8a07964363bfc6c80be226aa4213aacda1417a84"	"2026-08-31"	"build: use portable B-spline submodule URL"	"support"	"Portable dependency URL"	".gitmodules"
"05abfdeb0e8b89d98b7453b0d50e7d58f39ec977"	"2026-08-31"	"build: inherit B-spline submodule protocol"	"support"	"Relative dependency protocol"	".gitmodules"
"4658ea007718aac917e8a6f1c5a8aa75148159a9"	"2026-08-31"	"solver: centralize iteration control policy"	"support"	"Centralize tuning constants; no separate speedup"	"include/cumes/numerics/device_predicates.cuh, include/cumes/physics/free_boundary_policy.hpp, include/cumes/physics/geometry_operator.hpp, include/cumes/solver/control_policy.hpp, include/cumes/solver/control_record.hpp, include/cumes/solver/equilibrium_operator.hpp, include/cumes/solver/iteration_controller.hpp, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/start_policy.hpp, src/free_boundary_impl.cuh, src/kernels/solver_impl.cuh, tests/test_controller.cpp, tests/test_start_policy.cpp"
"c4b7fceb6a2201be16ec84d6f23c577ddd6c9287"	"2026-08-31"	"Merge branch 'opt'"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	""
"17867d5e8af721e256834668e87eda6f20dbe8b6"	"2026-08-31"	"release: bump version to 1.2.0"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CHANGELOG.md, CMakeLists.txt"
"9e917ae1cd60f7493a8833794018f246eca02e04"	"2026-08-31"	"docs: plan in-process solver API"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, docs/library-api-plan.md"
"ac21dfbe5df8e5d405ef036eb685c4f5ec05b0a1"	"2026-08-31"	"feat: add embeddable equilibrium solver facade"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/config/json_reader.hpp, include/cumes/physics/free_boundary_operator.hpp, include/cumes/physics/profiles.hpp, include/cumes/solver/dump_windows.hpp, include/cumes/solver/equilibrium_solver.hpp, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/stage_solver.hpp, include/cumes/state/seed_state.hpp, include/solver.cuh, src/cumes/config/json_reader.cpp, src/cumes/solver/equilibrium_solver.cu, src/free_boundary_impl.cuh, src/kernels/dump_impl.cuh, src/kernels/profiles_impl.cuh, src/kernels/solver_impl.cuh, src/solver_double.cu, src/solver_float.cu"
"9b2f50c605fa91159b0f9cf81525e37d012bde62"	"2026-08-31"	"feat: package solver and add meow integration"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, README.md, cmake/CumesOptions.cmake, cmake/cuMESConfig.cmake.in, docs/architecture.md, docs/library-api-plan.md, examples/cumes_meow_optimize.cpp, include/output.cuh, src/main.cu, src/output.cpp, tests/CMakeLists.txt, tests/package_consumer/CMakeLists.txt, tests/package_consumer/main.cpp, tests/package_consumer_test.cmake, tests/test_host_config.cpp, tests/test_solver_api.cpp"
"744eee9e36f26d66a9d110848052e4cef34eb603"	"2026-08-31"	"test: verify repeatable solver evaluations"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"tests/test_solver_api.cpp"
"2b8a6e176306dd7e5ea335eeac9099c5afdb89c0"	"2026-08-31"	"feat: add optimizer-side plasma size targets"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"README.md, docs/library-api-plan.md, examples/cumes_meow_optimize.cpp, examples/plasma_size_target.hpp, include/cumes/numerics/prolongation.hpp, include/cumes/solver/multigrid_solver.hpp, src/kernels/prolongation_impl.cuh, tests/CMakeLists.txt, tests/test_plasma_size_target.cpp"
"74da0978a022e456ff079a1b18b6e59f2a278b34"	"2026-08-31"	"feat: expose magnetic gradient target primitives"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"README.md, docs/architecture.md, docs/library-api-plan.md, examples/magnetic_gradient_target.hpp, include/cumes/io/derived_fields_bridge.cuh, include/cumes/io/equilibrium_profiles.hpp, include/cumes/solver/equilibrium_solver.hpp, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/stage_solver.hpp, src/cumes/solver/equilibrium_solver.cu, tests/CMakeLists.txt, tests/test_magnetic_gradient_target.cpp, tests/test_solver_api.cpp"
"c00f9c40a29496ea95924700ace6b31080290be2"	"2026-09-01"	"docs: plan QS optimizer targets"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/library-api-plan.md"
"fe6515046d3df8737f331e5d55ec9f7531ba9e6b"	"2026-09-01"	"feat: add QS QH and QA target residuals"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"README.md, docs/architecture.md, docs/library-api-plan.md, examples/magnetic_gradient_target.hpp, examples/quasisymmetry_target.hpp, include/cumes/io/derived_fields_bridge.cuh, include/cumes/io/equilibrium_profiles.hpp, include/cumes/solver/stage_solver.hpp, tests/CMakeLists.txt, tests/test_magnetic_gradient_target.cpp, tests/test_quasisymmetry_target.cpp, tests/test_solver_api.cpp"
"805027c985f3a306aa14823f56572efa7c2d7748"	"2026-09-01"	"feat: add meow QS optimization example"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, README.md, docs/library-api-plan.md, examples/cumes_meow_qs_optimize.cpp"
"467f94ca3896cda199943d775356780c2ef08c5e"	"2026-09-01"	"docs: plan Landreman Paul reproduction"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/landreman-paul-reproduction.md"
"97480ac834e2f6628a4217e8292c754f7d275eac"	"2026-09-01"	"tools: freeze Landreman QS reference metrics"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/landreman-paul-reproduction.md, scripts/evaluate_landreman_qs.py"
"67249c8e0835d40d568fd7839069ffc099a01165"	"2026-09-01"	"refactor: keep optimization workflow in meow"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/landreman-paul-reproduction.md, scripts/evaluate_landreman_qs.py"
"7e02b22b7d735d4e5ebd3db11d194c2690a1a742"	"2026-09-01"	"refactor: move optimizer targets into meow"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, README.md, cmake/CumesOptions.cmake, docs/library-api-plan.md, examples/cumes_meow_optimize.cpp, examples/cumes_meow_qs_optimize.cpp, examples/magnetic_gradient_target.hpp, examples/plasma_size_target.hpp, examples/quasisymmetry_target.hpp, tests/CMakeLists.txt, tests/test_magnetic_gradient_target.cpp, tests/test_plasma_size_target.cpp, tests/test_quasisymmetry_target.cpp, tests/test_solver_api.cpp"
"19582c481f9c82da288b0bba3c408120ae43c027"	"2026-09-01"	"fix: allow zero prescribed current equilibria"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"src/cumes/config/validated_problem.cpp, src/kernels/profiles_impl.cuh, tests/test_geometry_ncurr.cu, tests/test_host_config.cpp"
"b0d61ef8848c888ac96fcc0ab87f8601d072b683"	"2026-09-01"	"feat: expose radial transfer solve policy"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/solver/equilibrium_solver.hpp, include/cumes/solver/multigrid_solver.hpp, src/cumes/solver/equilibrium_solver.cu, tests/test_solver_api.cpp"
"0e04e31dd3f3487d5cfdb15021f6d47db9c06613"	"2026-09-01"	"feat: write round trippable solver inputs"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, include/cumes/config/json_writer.hpp, src/cumes/config/json_writer.cpp, tests/test_host_config.cpp"
"1ab0fc375d3192aaa1fda4cd2e63f189d85d48c3"	"2026-09-01"	"Handle zero-current profiles in equilibrium plots"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/cumes_plot/equilibrium.py"
"cf91d253b9524fcb11e37427e71a6e9974455035"	"2026-09-01"	"docs: plan Boozer field-period correction"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/boozer-coordinate-v3-plan.md"
"0b5cfd9810b240a273f4431e9ff54b3b072fd85f"	"2026-09-01"	"fix: remap Boozer plots to field-period angle"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"deps/magnetic-coordinate, docs/output-formats.md, scripts/cumes_plot/application.py, scripts/cumes_plot/coordinate_figures.py, scripts/cumes_plot/coordinates.py, tests/test_plot_coordinates.py"
"52c02fb2d1aeca4c17220614b58e52ac31396fbf"	"2026-09-01"	"docs: record Boozer correction evidence"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/boozer-coordinate-v3-plan.md"
"73b711f36d28037f76b3775ba07d63a3da7f2b85"	"2026-09-01"	"docs: plan equilibrium forward tangents"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/adr/0013-equilibrium-forward-tangents.md"
"4e2f97e066e25bd6dc5f42c9faaf92d475e7e0a0"	"2026-09-01"	"feat: add equilibrium tangent contracts"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/solver/equilibrium_tangent.hpp, tests/CMakeLists.txt, tests/test_equilibrium_tangent.cpp"
"8ff209ad4a47ed9c77db4cd1fda172919d532353"	"2026-09-01"	"feat: add CUDA forward dual scalar"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/numerics/forward_dual.cuh, tests/CMakeLists.txt, tests/test_forward_dual.cu"
"06dfcb04217a8d0fcbeff6fde3da7ba0c1f55770"	"2026-09-02"	"feat: propagate tangents through spectral transforms"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, include/cumes/numerics/dual_spectral_operator.hpp, src/kernels/tangent_impl.cuh, src/tangent_double.cu, tests/CMakeLists.txt, tests/test_dual_spectral_operator.cu"
"9583cd0af6a6f00f695c50543c9466424e0b0a33"	"2026-09-02"	"test: validate nonlinear equilibrium tangents"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"tests/CMakeLists.txt, tests/test_nonlinear_forward_tangent.cu"
"1dad4b5a8f39ef8b1b5b2e4f8afaba07f2840579"	"2026-09-02"	"feat: evaluate physical equilibrium residual JVP"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/numerics/dual_spectral_operator.hpp, include/cumes/numerics/equilibrium_residual_jvp.hpp, src/kernels/tangent_impl.cuh, tests/test_nonlinear_forward_tangent.cu"
"2d07d47a974a741941443a9f57b47acc264868e3"	"2026-09-02"	"feat: expose retained equilibrium residual JVP"	"sensitivity"	"Retained residual JVP session; no isolated timing"	"include/cumes/solver/equilibrium_linearization.hpp, src/kernels/tangent_impl.cuh, tests/test_equilibrium_tangent.cpp, tests/test_nonlinear_forward_tangent.cu"
"0064e98aa8d3de725b6c5c4280a18df61712445f"	"2026-09-02"	"feat: add matrix-free equilibrium tangent solve"	"sensitivity"	"Matrix-free equilibrium tangent solve; not nonlinear convergence optimization"	"include/cumes/solver/equilibrium_linearization.hpp, src/kernels/tangent_impl.cuh, tests/test_nonlinear_forward_tangent.cu"
"5e3349a75310c949c387ddca1dcfb4e9ca2dbe21"	"2026-09-02"	"test: qualify Solovev equilibrium tangent solve"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/solver/equilibrium_linearization.hpp, tests/CMakeLists.txt, tests/test_equilibrium_tangent_solve.cpp"
"ed2b7f35f8932aa4b560439d7e543c74b92fc052"	"2026-09-02"	"feat: materialize target-facing equilibrium tangents"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/numerics/equilibrium_residual_jvp.hpp, include/cumes/numerics/forward_dual.cuh, include/cumes/solver/equilibrium_linearization.hpp, src/kernels/constraint_impl.cuh, src/kernels/precon_impl.cuh, src/kernels/tangent_impl.cuh, src/tangent_double.cu, tests/test_equilibrium_tangent_solve.cpp"
"c1abf20307e426032729e63f515c45d13719f85c"	"2026-09-02"	"feat: precondition equilibrium tangent GMRES"	"sensitivity"	"Right-preconditioned retained tangent GMRES; different linear problem"	"include/cumes/numerics/equilibrium_residual_jvp.hpp, include/cumes/numerics/forward_dual.cuh, include/cumes/solver/equilibrium_linearization.hpp, src/kernels/tangent_impl.cuh, src/tangent_double.cu, tests/test_equilibrium_tangent_solve.cpp"
"4bf4d881943a73835a090702689f5fa0e4eb3789"	"2026-09-02"	"docs: qualify equilibrium forward tangent interface"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"README.md, docs/adr/0013-equilibrium-forward-tangents.md, docs/architecture.md"
"0d4baaff5e15b438a2446d097f8855097c6b325f"	"2026-09-03"	"docs: plan tangent branch qualification"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/verification.md"
"8c613959176b95361d6584fa24639e22b1fbd536"	"2026-09-03"	"fix: wire constraint fields into tangent residual"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/numerics/equilibrium_residual_jvp.hpp, src/kernels/tangent_impl.cuh, tests/test_equilibrium_tangent_solve.cpp, tests/test_nonlinear_forward_tangent.cu"
"f1a3ed70c0f1143e39618c6b9e455ed718d902bb"	"2026-09-03"	"fix: initialize dual constraint axis scratch"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"src/kernels/tangent_impl.cuh, tests/test_dual_spectral_operator.cu"
"da2017bb806e039337c7d250312ec14220ad96cd"	"2026-09-03"	"docs: record tangent constraint qualification"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/verification.md"
"37129d2b4698fb76f17a1afe130299380137d0d1"	"2026-09-04"	"docs: plan concurrent solver coordination"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/performance.md"
"d0f408b0805a760ebfb3e5985e26db49288d0caa"	"2026-09-04"	"fix: coordinate concurrent solver graph capture"	"execution"	"Coordinate concurrent graph capture and device-wide stage fence"	"docs/performance.md, include/cumes/runtime/cuda_capture_coordination.hpp, include/cumes/runtime/cuda_graph.hpp, src/kernels/prolongation_impl.cuh, tests/test_solver_api.cpp"
"0860538750f21875bf1227c14aefb7d8eba3c10d"	"2026-09-04"	"docs: plan repeated-solve performance profiling"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/performance.md"
"6106e0bbb31015a335238db54f81ccddd9c93ffa"	"2026-09-04"	"feat: expose equilibrium solve phase timings"	"measurement"	"Solve phase timings"	"docs/library-api-plan.md, include/cumes/solver/equilibrium_solver.hpp, src/cumes/solver/equilibrium_solver.cu, tests/test_solver_api.cpp"
"84a35c14c46afe31b8d2ed313035f6f8be95c1bc"	"2026-09-04"	"docs: narrow repeated-solve profiling scope"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/performance.md"
"5720583bda38fe87e536fb0905b2326da477dd5e"	"2026-09-04"	"feat: profile multigrid stage lifecycle"	"measurement"	"Stage lifecycle timings"	"docs/library-api-plan.md, include/cumes/solver/equilibrium_solver.hpp, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/stage_solver.hpp, src/cumes/solver/equilibrium_solver.cu, tests/test_solver_api.cpp"
"480c91da549699c06c4096f869fe49ca2defefdb"	"2026-09-04"	"docs: close resource reuse experiment"	"rejected"	"Resource reuse ceiling too small"	"docs/performance.md"
"17d731cc97f3e058f6bef554376a750a931a5551"	"2026-09-04"	"docs: reject transform tile-only tuning"	"rejected"	"Transform launch tiles below 5% acceptance gate"	"docs/performance.md"
"b0d67580b81c922990650d3a8daf871df87221da"	"2026-09-04"	"docs: reject inverse pack remapping"	"rejected"	"Inverse pack remapping / derived-table load experiments"	"docs/performance.md"
"b4e5250f278f24124d14e50b526a76c473877861"	"2026-09-04"	"docs: plan concurrent transform tile gate"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/performance.md"
"d36025f56d46c44331e41a3987348084285b9c20"	"2026-09-04"	"docs: reject concurrent tile tuning"	"rejected"	"Concurrent tile tuning below acceptance gate"	"docs/performance.md"
"25b77133de00976ae8e947ac61b4481ffa2d537d"	"2026-09-04"	"docs: plan near-axisymmetric seed sweep"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/performance.md"
"a7f605deaec07badc9bc00e0f79712b984ec3eac"	"2026-09-04"	"perf: tune very coarse 3D cold starts"	"trajectory"	"Very coarse fixed 3-D seed -0.10 for initial_ns <= 12"	"include/cumes/state/seed_envelope.hpp, tests/test_seed_envelope.cpp"
"f61c959334bb62e14c049c66335580b45f63610d"	"2026-09-04"	"docs: qualify very coarse 3D predictor"	"evidence"	"Very coarse predictor qualification"	"docs/performance.md"
"013ccde0db1dde32429a855efe276665513f86ab"	"2026-09-04"	"docs: replace implementation plans with reference material"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, README.md, docs/boozer-coordinate-v3-plan.md, docs/library-api-plan.md, docs/library-api.md"
"dab51fc4f93595624d1f202b729dcc12245ca20b"	"2026-09-04"	"fix(api): make tangent precision boundary linkable"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, src/cumes/solver/equilibrium_linearization_unsupported.cpp, tests/package_consumer/main.cpp, tests/test_equilibrium_tangent_solve.cpp, tests/test_solver_api.cpp"
